"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"442","Notre Dame","PA",8,110,0.0727272727272727,3,2020,2015
"443","Oklahoma","FL",8,107,0.0747663551401869,3,2020,2015
"444","Old Dominion","FL",8,100,0.08,5,2020,2015
"445","Oregon State","WA",8,91,0.0879120879120879,3,2020,2015
"446","Penn State","FL",8,114,0.0701754385964912,5,2020,2015
"447","Samford","GA",8,27,0.296296296296296,2,2020,2015
"448","Savannah State","GA",8,10,0.8,1,2020,2015
"449","Southern Illinois","MO",8,26,0.307692307692308,1,2020,2015
"450","Stanford","GA",8,108,0.0740740740740741,3,2020,2015
"451","Texas A&M","FL",8,125,0.064,2,2020,2015
"452","UCLA","AZ",8,121,0.0661157024793388,2,2020,2015
"453","USC","HI",8,102,0.0784313725490196,2,2020,2015
"454","Utah State","WA",8,91,0.0879120879120879,3,2020,2015
"455","Washington","HI",8,113,0.0707964601769911,3,2020,2015
"456","Western Carolina","GA",8,23,0.347826086956522,1,2020,2015
"457","Wisconsin","OH",8,118,0.0677966101694915,4,2020,2015
"458","Yale","TX",8,60,0.133333333333333,2,2020,2015
"459","Arkansas State","MS",7,72,0.0972222222222222,5,2020,2015
"460","Boston College","CT",7,96,0.0729166666666667,4,2020,2015
"461","Boston College","MD",7,96,0.0729166666666667,5,2020,2015
"462","Colorado State","LA",7,94,0.074468085106383,5,2020,2015
"463","Columbia","CA",7,30,0.233333333333333,1,2020,2015
"464","Connecticut","GA",7,99,0.0707070707070707,4,2020,2015
"465","Connecticut","PA",7,99,0.0707070707070707,5,2020,2015
"466","Dartmouth","FL",7,25,0.28,1,2020,2015
"467","Eastern Michigan","GA",7,93,0.0752688172043011,4,2020,2015
"468","Eastern Michigan","IN",7,93,0.0752688172043011,5,2020,2015
"469","Harvard","CA",7,56,0.125,1,2020,2015
"470","Hawai'i","AS",7,81,0.0864197530864197,3,2020,2015
"471","Indiana","IL",7,117,0.0598290598290598,5,2020,2015
"472","Iowa","FL",7,117,0.0598290598290598,5,2020,2015
"473","Iowa State","TX",7,102,0.0686274509803922,4,2020,2015
"474","Kent State","MI",7,101,0.0693069306930693,5,2020,2015
"475","Marshall","KY",7,110,0.0636363636363636,4,2020,2015
"476","Marshall","VA",7,110,0.0636363636363636,5,2020,2015
"477","Missouri","FL",7,96,0.0729166666666667,4,2020,2015
"478","Missouri State","TX",7,15,0.466666666666667,1,2020,2015
"479","North Carolina","VA",7,114,0.0614035087719298,4,2020,2015
"480","North Dakota State","IL",7,73,0.0958904109589041,4,2020,2015
"481","Northwestern","GA",7,95,0.0736842105263158,4,2020,2015
"482","Northwestern State","TX",7,13,0.538461538461538,1,2020,2015
"483","Notre Dame","IL",7,110,0.0636363636363636,4,2020,2015
"484","Notre Dame","NJ",7,110,0.0636363636363636,5,2020,2015
"485","Ohio","GA",7,94,0.074468085106383,3,2020,2015
"486","Ohio State","MD",7,115,0.0608695652173913,4,2020,2015
"487","Oklahoma","CA",7,107,0.0654205607476635,4,2020,2015
"488","Oregon State","HI",7,91,0.0769230769230769,4,2020,2015
"489","Pennsylvania","CA",7,33,0.212121212121212,1,2020,2015
"490","Rutgers","PA",7,101,0.0693069306930693,3,2020,2015
"491","South Dakota","FL",7,31,0.225806451612903,2,2020,2015
"492","South Dakota State","MN",7,25,0.28,1,2020,2015
"493","Southern Illinois","IL",7,26,0.269230769230769,2,2020,2015
"494","Syracuse","NC",7,109,0.0642201834862385,2,2020,2015
"495","Syracuse","NY",7,109,0.0642201834862385,3,2020,2015
"496","Syracuse","PA",7,109,0.0642201834862385,4,2020,2015
"497","Tennessee State","TN",7,24,0.291666666666667,2,2020,2015
"498","UCLA","TX",7,121,0.0578512396694215,3,2020,2015
"499","UMass","GA",7,96,0.0729166666666667,5,2020,2015
"500","UNLV","TX",7,82,0.0853658536585366,3,2020,2015
"501","Utah","FL",7,95,0.0736842105263158,4,2020,2015
"502","Virginia","PA",7,105,0.0666666666666667,4,2020,2015
"503","Virginia Tech","MD",7,102,0.0686274509803922,5,2020,2015
"504","Washington State","FL",7,120,0.0583333333333333,3,2020,2015
"505","Washington State","TX",7,120,0.0583333333333333,4,2020,2015
"506","Weber State","WA",7,27,0.259259259259259,2,2020,2015
"507","Western Carolina","NC",7,23,0.304347826086957,2,2020,2015
"508","Western Michigan","WI",7,111,0.0630630630630631,4,2020,2015
"509","Wyoming","NE",7,112,0.0625,5,2020,2015
"510","Arizona","NV",6,99,0.0606060606060606,4,2020,2015
"511","Bowling Green","IL",6,106,0.0566037735849057,5,2020,2015
"512","Duke","SC",6,101,0.0594059405940594,4,2020,2015
"513","Duke","TN",6,101,0.0594059405940594,5,2020,2015
"514","Harvard","FL",6,56,0.107142857142857,2,2020,2015
"515","Idaho","AZ",6,88,0.0681818181818182,4,2020,2015
"516","Idaho","FL",6,88,0.0681818181818182,5,2020,2015
"517","Indiana State","IN",6,17,0.352941176470588,1,2020,2015
"518","Iowa State","CA",6,102,0.0588235294117647,5,2020,2015
"519","James Madison","NC",6,31,0.193548387096774,2,2020,2015
"520","Liberty","FL",6,50,0.12,3,2020,2015
"521","Liberty","NC",6,50,0.12,4,2020,2015
"522","Louisville","AL",6,99,0.0606060606060606,4,2020,2015
"523","Louisville","OH",6,99,0.0606060606060606,5,2020,2015
"524","Miami (OH)","KY",6,108,0.0555555555555556,5,2020,2015
"525","Missouri","MI",6,96,0.0625,5,2020,2015
"526","Nebraska","AL",6,106,0.0566037735849057,5,2020,2015
"527","New Mexico","IL",6,60,0.1,4,2020,2015
"528","Northern Iowa","MN",6,30,0.2,2,2020,2015
"529","Ohio","IN",6,94,0.0638297872340425,4,2020,2015
"530","Ohio State","NJ",6,115,0.0521739130434783,5,2020,2015
"531","Pittsburgh","MD",6,104,0.0576923076923077,5,2020,2015
"532","South Dakota","MO",6,31,0.193548387096774,3,2020,2015
"533","Southern","LA",6,8,0.75,1,2020,2015
"534","Southern Illinois","FL",6,26,0.230769230769231,3,2020,2015
"535","Southern Utah","AZ",6,31,0.193548387096774,2,2020,2015
"536","Stanford","UT",6,108,0.0555555555555556,4,2020,2015
"537","Syracuse","NJ",6,109,0.055045871559633,5,2020,2015
"538","Temple","NY",6,106,0.0566037735849057,4,2020,2015
"539","Temple","VA",6,106,0.0566037735849057,5,2020,2015
"540","UCF","VA",6,93,0.0645161290322581,2,2020,2015
"541","USC","AZ",6,102,0.0588235294117647,3,2020,2015
"542","Washington State","CO",6,120,0.05,5,2020,2015
"543","William & Mary","VA",6,12,0.5,1,2020,2015
"544","Wisconsin","IL",6,118,0.0508474576271186,5,2020,2015
"545","Yale","IL",6,60,0.1,3,2020,2015
"546","Chattanooga","GA",5,27,0.185185185185185,2,2020,2015
"547","Clemson","AL",5,105,0.0476190476190476,5,2020,2015
"548","Delaware","MD",5,19,0.263157894736842,1,2020,2015
"549","Delaware","PA",5,19,0.263157894736842,2,2020,2015
"550","Elon","NC",5,8,0.625,1,2020,2015
"551","Furman","SC",5,30,0.166666666666667,3,2020,2015
"552","Harvard","MN",5,56,0.0892857142857143,3,2020,2015
"553","Harvard","TX",5,56,0.0892857142857143,4,2020,2015
"554","Hawai'i","AZ",5,81,0.0617283950617284,4,2020,2015
"555","Idaho State","CA",5,24,0.208333333333333,2,2020,2015
"556","Lehigh","NJ",5,12,0.416666666666667,1,2020,2015
"557","Liberty","AL",5,50,0.1,5,2020,2015
"558","Missouri State","MO",5,15,0.333333333333333,2,2020,2015
"559","Montana","AZ",5,35,0.142857142857143,2,2020,2015
"560","Montana","OR",5,35,0.142857142857143,3,2020,2015
"561","Montana State","TX",5,48,0.104166666666667,3,2020,2015
"562","Morgan State","MI",5,8,0.625,1,2020,2015
"563","Murray State","AL",5,16,0.3125,1,2020,2015
"564","Northwestern State","LA",5,13,0.384615384615385,2,2020,2015
"565","Ohio","PA",5,94,0.0531914893617021,5,2020,2015
"566","Oregon","HI",5,111,0.045045045045045,4,2020,2015
"567","Princeton","GA",5,52,0.0961538461538462,2,2020,2015
"568","Princeton","TX",5,52,0.0961538461538462,3,2020,2015
"569","San Diego","CA",5,12,0.416666666666667,1,2020,2015
"570","Stanford","AL",5,108,0.0462962962962963,5,2020,2015
"571","Tennessee","LA",5,110,0.0454545454545455,4,2020,2015
"572","Virginia","LA",5,105,0.0476190476190476,5,2020,2015
"573","VMI","VA",5,7,0.714285714285714,1,2020,2015
"574","Wofford","SC",5,19,0.263157894736842,1,2020,2015
"575","Alcorn State","FL",4,13,0.307692307692308,1,2020,2015
"576","Alcorn State","TX",4,13,0.307692307692308,2,2020,2015
"577","Austin Peay","GA",4,53,0.0754716981132075,3,2020,2015
"578","Charleston Southern","SC",4,8,0.5,1,2020,2015
"579","Columbia","TN",4,30,0.133333333333333,2,2020,2015
"580","Dartmouth","CA",4,25,0.16,2,2020,2015
"581","Delaware","DE",4,19,0.210526315789474,3,2020,2015
"582","Eastern Illinois","IL",4,11,0.363636363636364,1,2020,2015
"583","Harvard","GA",4,56,0.0714285714285714,5,2020,2015
"584","Holy Cross","NJ",4,19,0.210526315789474,1,2020,2015
"585","Illinois State","IN",4,36,0.111111111111111,3,2020,2015
"586","Illinois State","MO",4,36,0.111111111111111,4,2020,2015
"587","Montana","CA",4,35,0.114285714285714,4,2020,2015
"588","Murray State","TN",4,16,0.25,2,2020,2015
"589","North Carolina A&T","NC",4,8,0.5,1,2020,2015
"590","Northern Iowa","IL",4,30,0.133333333333333,3,2020,2015
"591","Northern Iowa","MO",4,30,0.133333333333333,4,2020,2015
"592","Northwestern","FL",4,95,0.0421052631578947,5,2020,2015
"593","Oregon","AL",4,111,0.036036036036036,5,2020,2015
"594","Pennsylvania","CO",4,33,0.121212121212121,2,2020,2015
"595","Pennsylvania","GA",4,33,0.121212121212121,3,2020,2015
"596","Pennsylvania","TX",4,33,0.121212121212121,4,2020,2015
"597","Richmond","NC",4,15,0.266666666666667,1,2020,2015
"598","Richmond","VA",4,15,0.266666666666667,2,2020,2015
"599","South Dakota State","NE",4,25,0.16,2,2020,2015
"600","Stony Brook","NJ",4,16,0.25,2,2020,2015
"601","The Citadel","GA",4,12,0.333333333333333,1,2020,2015
"602","Towson","MD",4,9,0.444444444444444,1,2020,2015
"603","UNLV","AZ",4,82,0.0487804878048781,4,2020,2015
"604","Western Carolina","TN",4,23,0.173913043478261,3,2020,2015
"605","Yale","FL",4,60,0.0666666666666667,4,2020,2015
"606","Yale","NC",4,60,0.0666666666666667,5,2020,2015
"607","Alabama State","AL",3,7,0.428571428571429,1,2020,2015
"608","Albany","FL",3,8,0.375,1,2020,2015
"609","Brown","FL",3,11,0.272727272727273,1,2020,2015
"610","Columbia","FL",3,30,0.1,3,2020,2015
"611","Columbia","TX",3,30,0.1,4,2020,2015
"612","Dartmouth","WA",3,25,0.12,3,2020,2015
"613","Davidson","CA",3,3,1,1,2020,2015
"614","East Tennessee State","AL",3,10,0.3,1,2020,2015
"615","East Tennessee State","TN",3,10,0.3,2,2020,2015
"616","Fordham","OH",3,15,0.2,1,2020,2015
"617","Fordham","TX",3,15,0.2,2,2020,2015
"618","Holy Cross","CA",3,19,0.157894736842105,2,2020,2015
"619","Holy Cross","MI",3,19,0.157894736842105,3,2020,2015
"620","Howard","GA",3,13,0.230769230769231,1,2020,2015
"621","Howard","TX",3,13,0.230769230769231,2,2020,2015
"622","Idaho State","ID",3,24,0.125,3,2020,2015
"623","Illinois State","WI",3,36,0.0833333333333333,5,2020,2015
"624","Indiana State","MO",3,17,0.176470588235294,2,2020,2015
"625","James Madison","MD",3,31,0.0967741935483871,3,2020,2015
"626","Lafayette","FL",3,12,0.25,1,2020,2015
"627","Lehigh","FL",3,12,0.25,2,2020,2015
"628","Monmouth","NY",3,8,0.375,1,2020,2015
"629","Murray State","IL",3,16,0.1875,3,2020,2015
"630","New Hampshire","MA",3,8,0.375,1,2020,2015
"631","North Dakota","CO",3,27,0.111111111111111,2,2020,2015
"632","Princeton","NJ",3,52,0.0576923076923077,4,2020,2015
"633","Princeton","TN",3,52,0.0576923076923077,5,2020,2015
"634","Rhode Island","NJ",3,12,0.25,1,2020,2015
"635","Richmond","TN",3,15,0.2,3,2020,2015
"636","San Diego","AZ",3,12,0.25,2,2020,2015
"637","South Dakota State","AZ",3,25,0.12,3,2020,2015
"638","South Dakota State","IL",3,25,0.12,4,2020,2015
"639","Southeast Missouri State","MO",3,11,0.272727272727273,1,2020,2015
"640","Tennessee State","AL",3,24,0.125,3,2020,2015
"641","Tennessee Tech","FL",3,23,0.130434782608696,2,2020,2015
"642","The Citadel","SC",3,12,0.25,2,2020,2015
"643","UT Martin","FL",3,23,0.130434782608696,2,2020,2015
"644","Villanova","NJ",3,24,0.125,2,2020,2015
"645","Villanova","TX",3,24,0.125,3,2020,2015
"646","Villanova","VA",3,24,0.125,4,2020,2015
"647","William & Mary","PA",3,12,0.25,2,2020,2015
"648","Wofford","AL",3,19,0.157894736842105,2,2020,2015
"649","Wofford","KY",3,19,0.157894736842105,3,2020,2015
"650","Youngstown State","OH",3,10,0.3,1,2020,2015
"651","Alabama State","TN",2,7,0.285714285714286,2,2020,2015
"652","Alcorn State","AL",2,13,0.153846153846154,3,2020,2015
"653","Arkansas-Pine Bluff","AR",2,4,0.5,1,2020,2015
"654","Brown","CA",2,11,0.181818181818182,2,2020,2015
"655","Brown","MA",2,11,0.181818181818182,3,2020,2015
"656","Bucknell","NJ",2,7,0.285714285714286,1,2020,2015
"657","Campbell","FL",2,4,0.5,1,2020,2015
"658","Charleston Southern","FL",2,8,0.25,2,2020,2015
"659","Colgate","IL",2,8,0.25,1,2020,2015
"660","Columbia","AL",2,30,0.0666666666666667,5,2020,2015
"661","Cornell","CA",2,9,0.222222222222222,1,2020,2015
"662","Cornell","IL",2,9,0.222222222222222,2,2020,2015
"663","Dartmouth","LA",2,25,0.08,4,2020,2015
"664","Dartmouth","TX",2,25,0.08,5,2020,2015
"665","Eastern Illinois","FL",2,11,0.181818181818182,2,2020,2015
"666","Florida Tech","FL",2,2,1,1,2020,2015
"667","Fordham","IL",2,15,0.133333333333333,3,2020,2015
"668","Fordham","VA",2,15,0.133333333333333,4,2020,2015
"669","Gardner-Webb","FL",2,9,0.222222222222222,1,2020,2015
"670","Gardner-Webb","NC",2,9,0.222222222222222,2,2020,2015
"671","Gardner-Webb","SC",2,9,0.222222222222222,3,2020,2015
"672","Georgetown","IL",2,11,0.181818181818182,1,2020,2015
"673","Georgetown","OR",2,11,0.181818181818182,2,2020,2015
"674","Georgetown","WA",2,11,0.181818181818182,3,2020,2015
"675","Grambling","LA",2,6,0.333333333333333,1,2020,2015
"676","Grambling","TX",2,6,0.333333333333333,2,2020,2015
"677","Hampton","NC",2,4,0.5,1,2020,2015
"678","Hampton","VA",2,4,0.5,2,2020,2015
"679","Holy Cross","FL",2,19,0.105263157894737,4,2020,2015
"680","Holy Cross","MA",2,19,0.105263157894737,5,2020,2015
"681","Howard","VA",2,13,0.153846153846154,3,2020,2015
"682","Indiana State","IL",2,17,0.117647058823529,3,2020,2015
"683","Indiana State","TN",2,17,0.117647058823529,4,2020,2015
"684","Lafayette","PA",2,12,0.166666666666667,2,2020,2015
"685","Lehigh","PA",2,12,0.166666666666667,3,2020,2015
"686","Monmouth","NJ",2,8,0.25,2,2020,2015
"687","Morehead State","KY",2,4,0.5,1,2020,2015
"688","New Hampshire","NJ",2,8,0.25,2,2020,2015
"689","Norfolk State","VA",2,2,1,1,2020,2015
"690","North Alabama","AL",2,2,1,1,2020,2015
"691","North Carolina A&T","SC",2,8,0.25,2,2020,2015
"692","Northern Colorado","AZ",2,21,0.0952380952380952,2,2020,2015
"693","Northern Colorado","CA",2,21,0.0952380952380952,3,2020,2015
"694","Northern Colorado","TX",2,21,0.0952380952380952,4,2020,2015
"695","Pennsylvania","NJ",2,33,0.0606060606060606,5,2020,2015
"696","Rhode Island","CA",2,12,0.166666666666667,2,2020,2015
"697","Rhode Island","CT",2,12,0.166666666666667,3,2020,2015
"698","Rhode Island","FL",2,12,0.166666666666667,4,2020,2015
"699","Robert Morris","FL",2,2,1,1,2020,2015
"700","Sacred Heart","NY",2,5,0.4,1,2020,2015
"701","South Carolina State","SC",2,5,0.4,1,2020,2015
"702","South Dakota State","IA",2,25,0.08,5,2020,2015
"703","Southeast Missouri State","FL",2,11,0.181818181818182,2,2020,2015
"704","Southeast Missouri State","IL",2,11,0.181818181818182,3,2020,2015
"705","Southeast Missouri State","TN",2,11,0.181818181818182,4,2020,2015
"706","Stetson","FL",2,3,0.666666666666667,1,2020,2015
"707","Texas A&M-Kingsville","TX",2,2,1,1,2020,2015
"708","Valdosta State","FL",2,2,1,1,2020,2015
"709","West Georgia","GA",2,2,1,1,2020,2015
"710","Western Illinois","IL",2,11,0.181818181818182,1,2020,2015
"711","Western Illinois","MN",2,11,0.181818181818182,2,2020,2015
"712","Western Illinois","TN",2,11,0.181818181818182,3,2020,2015
"713","Wofford","GA",2,19,0.105263157894737,4,2020,2015
"714","Wofford","TN",2,19,0.105263157894737,5,2020,2015
"715","Youngstown State","FL",2,10,0.2,2,2020,2015
"716","Youngstown State","MI",2,10,0.2,3,2020,2015
"717","Alabama A&M","AL",1,5,0.2,1,2020,2015
"718","Alabama A&M","GA",1,5,0.2,2,2020,2015
"719","Alabama A&M","MD",1,5,0.2,3,2020,2015
"720","Alabama A&M","MI",1,5,0.2,4,2020,2015
"721","Albany","IL",1,8,0.125,2,2020,2015
"722","Albany","MD",1,8,0.125,3,2020,2015
"723","Albany","NJ",1,8,0.125,4,2020,2015
"724","Arkansas-Pine Bluff","LA",1,4,0.25,2,2020,2015
"725","Brown","MI",1,11,0.0909090909090909,4,2020,2015
"726","Bryant","NJ",1,1,1,1,2020,2015
"727","Bucknell","AZ",1,7,0.142857142857143,2,2020,2015
"728","Bucknell","TN",1,7,0.142857142857143,3,2020,2015
"729","Bucknell","TX",1,7,0.142857142857143,4,2020,2015
"730","Butler","FL",1,1,1,1,2020,2015
"731","Campbell","GA",1,4,0.25,2,2020,2015
"732","Central Connecticut","FL",1,1,1,1,2020,2015
"733","Colgate","DC",1,8,0.125,2,2020,2015
"734","Colgate","FL",1,8,0.125,3,2020,2015
"735","Colgate","MA",1,8,0.125,4,2020,2015
"736","Colgate","MI",1,8,0.125,5,2020,2015
"737","Cornell","GA",1,9,0.111111111111111,3,2020,2015
"738","Cornell","MN",1,9,0.111111111111111,4,2020,2015
"739","Cornell","NC",1,9,0.111111111111111,5,2020,2015
"740","Dayton","GA",1,1,1,1,2020,2015
"741","Delaware State","FL",1,3,0.333333333333333,1,2020,2015
"742","Delaware State","NJ",1,3,0.333333333333333,2,2020,2015
"743","Delaware State","PA",1,3,0.333333333333333,3,2020,2015
"744","Delta State","AR",1,2,0.5,1,2020,2015
"745","Delta State","TX",1,2,0.5,2,2020,2015
"746","Drake","MN",1,2,0.5,1,2020,2015
"747","Drake","WA",1,2,0.5,2,2020,2015
"748","Duquesne","FL",1,3,0.333333333333333,1,2020,2015
"749","Duquesne","MI",1,3,0.333333333333333,2,2020,2015
"750","Duquesne","PA",1,3,0.333333333333333,3,2020,2015
"751","East Tennessee State","FL",1,10,0.1,3,2020,2015
"752","Eastern Illinois","MI",1,11,0.0909090909090909,3,2020,2015
"753","Eastern Illinois","MO",1,11,0.0909090909090909,4,2020,2015
"754","Elon","IN",1,8,0.125,2,2020,2015
"755","Emporia State","OK",1,1,1,1,2020,2015
"756","Fordham","CA",1,15,0.0666666666666667,5,2020,2015
"757","Gallaudet","TX",1,1,1,1,2020,2015
"758","Gardner-Webb","AL",1,9,0.111111111111111,4,2020,2015
"759","Georgetown","AL",1,11,0.0909090909090909,4,2020,2015
"760","Georgetown","CA",1,11,0.0909090909090909,5,2020,2015
"761","Grambling","AL",1,6,0.166666666666667,3,2020,2015
"762","Henderson State","TX",1,1,1,1,2020,2015
"763","Howard","CA",1,13,0.0769230769230769,4,2020,2015
"764","Howard","IL",1,13,0.0769230769230769,5,2020,2015
"765","Incarnate Word","LA",1,2,0.5,1,2020,2015
"766","Incarnate Word","TX",1,2,0.5,2,2020,2015
"767","Jackson State","AL",1,3,0.333333333333333,1,2020,2015
"768","Jackson State","LA",1,3,0.333333333333333,2,2020,2015
"769","Jackson State","MS",1,3,0.333333333333333,3,2020,2015
"770","Jacksonville","GA",1,1,1,1,2020,2015
"771","Lafayette","CA",1,12,0.0833333333333333,3,2020,2015
"772","Lafayette","IN",1,12,0.0833333333333333,4,2020,2015
"773","Lafayette","MA",1,12,0.0833333333333333,5,2020,2015
"774","Maine","CT",1,7,0.142857142857143,1,2020,2015
"775","Maine","DE",1,7,0.142857142857143,2,2020,2015
"776","Maine","MD",1,7,0.142857142857143,3,2020,2015
"777","Maine","NJ",1,7,0.142857142857143,4,2020,2015
"778","Maine","NY",1,7,0.142857142857143,5,2020,2015
"779","Marist","FL",1,2,0.5,1,2020,2015
"780","Marist","SC",1,2,0.5,2,2020,2015
"781","Mississippi College","AL",1,1,1,1,2020,2015
"782","Mississippi Valley State","TN",1,1,1,1,2020,2015
"783","Monmouth","CT",1,8,0.125,3,2020,2015
"784","Morehead State","FL",1,4,0.25,2,2020,2015
"785","Morgan State","FL",1,8,0.125,2,2020,2015
"786","New Hampshire","FL",1,8,0.125,3,2020,2015
